case,pa_x_cm,pa_y_cm,pa_z_cm,va_x_cms,va_y_cms,va_z_cms,pb_x_cm,pb_y_cm,pb_z_cm,vb_x_cms,vb_y_cms,vb_z_cms,safety_cm,horizon_ms,expected_risk,expected_tcpa_ms,expected_dcpa_cm,telemetry_a_hex,telemetry_b_hex
108,16351,-14478,9293,1981,1827,-807,-11273,1868,-18826,-807,-542,-1153,787,6495,0,,42672,d702010005000001006c00000000000000003fdfffffc7720000244d07bd0723fcd97944,d702010005000002006c000000000000ffffd3f70000074cffffb676fcd9fde2fb7f4cee
109,-7300,-11278,-2433,1698,-1748,-81,-4462,14756,-3771,55,754,469,118,4854,0,,26222,d702010005000001006d000000000000ffffe37cffffd3f2fffff67f06a2f92cffafc961,d702010005000002006d000000000000ffffee92000039a4fffff145003702f201d565df
110,-13585,7938,-12393,-1039,604,594,-6790,1838,-14161,-292,-1654,-285,598,7953,0,,9300,d702010005000001006e000000000000ffffcaef00001f02ffffcf97fbf1025c0252498b,d702010005000002006e000000000000ffffe57a0000072effffc8affedcf98afee3c375
111,11061,7004,-4185,203,-1276,-132,15120,5176,3167,1689,1303,1804,643,12445,0,,8594,d702010005000001006f00000000000000002b3500001b5cffffefa700cbfb04ff7c3769,d702010005000002006f00000000000000003b100000143800000c5f06990517070cd553
112,9486,771,-9183,1023,339,-1143,3765,-17481,2136,1374,-973,1342,379,9859,0,,22225,d70201000500000100700000000000000000250e00000303ffffdc2103ff0153fb89093a,d702010005000002007000000000000000000eb5ffffbbb700000858055efc33053e0c03
113,17778,10220,12938,1751,-184,669,-2358,1249,-1474,-1798,307,1582,624,12250,0,,26337,d702010005000001007100000000000000004572000027ec0000328a06d7ff48029df150,d7020100050000020071000000000000fffff6ca000004e1fffffa3ef8fa0133062e5f46
114,11595,-11909,-1170,-1807,-1695,93,-1736,-11855,-5980,-337,-1958,-125,545,5763,0,8150,7040,d702010005000001007200000000000000002d4bffffd17bfffffb6ef8f1f961005df9f7,d7020100050000020072000000000000fffff938ffffd1b1ffffe8a4feaff85aff833cca
115,-1227,14885,-8518,-1800,1399,1541,11750,-6562,12911,-744,77,-1336,435,8797,0,1759,32451,d7020100050000010073000000000000fffffb3500003a25ffffdebaf8f80577060531d2,d702010005000002007300000000000000002de6ffffe65e0000326ffd18004dfac841d1
116,-8131,-13962,14301,1493,282,1636,16797,-13057,-12869,-1124,-1887,-227,147,8136,0,1104,36635,d7020100050000010074000000000000ffffe03dffffc976000037dd05d5011a066414a4,d70201000500000200740000000000000000419dffffccffffffcdbbfb9cf8a1ff1d1f01
117,-14043,-9652,140,604,-86,1909,-2360,-13335,-14236,246,853,1388,778,6769,0,118,18886,d7020100050000010075000000000000ffffc925ffffda4c0000008c025cffaa07756bc9,d7020100050000020075000000000000fffff6c8ffffcbe9ffffc86400f60355056c4588
118,19203,2740,6422,-333,1437,1748,15759,3834,-1550,1477,-222,93,305,6416,0,,8752,d702010005000001007600000000000000004b0300000ab400001916feb3059d06d47446,d702010005000002007600000000000000003d8f00000efafffff9f205c5ff22005dd5e8
119,8405,-8897,-15121,-1591,-658,-262,11931,-1012,12682,-890,-1705,1909,614,8555,0,,29113,d7020100050000010077000000000000000020d5ffffdd3fffffc4eff9c9fd6efefabf7f,d702010005000002007700000000000000002e9bfffffc0c0000318afc86f95707752178
120,-16410,-1470,6258,-901,-1901,-1605,6550,-1899,-2154,-27,571,873,430,5201,0,141,24450,d7020100050000010078000000000000ffffbfe6fffffa4200001872fc7bf893f9bbee53,d702010005000002007800000000000000001996fffff895fffff796ffe5023b036916c5
121,-16839,17119,18017,-1316,641,-1067,-18402,359,19102,1971,-1284,-419,835,11317,0,,16867,d7020100050000010079000000000000ffffbe39000042df00004661fadc0281fbd59136,d7020100050000020079000000000000ffffb81e0000016700004a9e07b3fafcfe5dffa6
122,15599,-9015,12655,987,1139,263,18685,-11971,-17882,1060,1365,1559,802,4647,0,23052,5315,d702010005000001007a00000000000000003cefffffdcc90000316f03db0473010772ef,d702010005000002007a000000000000000048fdffffd13dffffba260424055506173629
123,18903,13852,-1849,-162,108,-684,-8424,6773,19601,-1797,978,-908,111,9297,0,,35453,d702010005000001007b000000000000000049d70000361cfffff8c7ff5e006cfd5459e7,d702010005000002007b000000000000ffffdf1800001a7500004c91f8fb03d2fc74b3e3
124,-3247,18037,19167,-872,1227,-402,-9623,8565,5846,1926,573,11,326,10303,0,2035,16520,d702010005000001007c000000000000fffff3510000467500004adffc9804cbfe6e0b3d,d702010005000002007c000000000000ffffda6900002175000016d60786023d000b9607
125,10734,6910,2934,-1608,-1022,398,10531,19989,-9785,32,862,1033,360,14841,0,,18244,d702010005000001007d000000000000000029ee00001afe00000b76f9b8fc02018ec23d,d702010005000002007d0000000000000000292300004e15ffffd9c70020035e04095a32
126,6977,9458,-7049,1216,196,1216,-750,4564,16558,-646,581,259,569,10448,0,2226,24869,d702010005000001007e00000000000000001b41000024f2ffffe47704c000c404c027cd,d702010005000002007e000000000000fffffd12000011d4000040aefd7a02450103904a
127,2048,14652,17924,-897,-748,-682,12829,-3255,4299,539,-1443,-1866,650,7336,0,,24950,d702010005000001007f000000000000000008000000393c00004604fc7ffd14fd567b42,d702010005000002007f0000000000000000321dfffff349000010cb021bfa5df8b63b92
128,-2874,-13685,16914,-221,1598,-845,-12418,-10213,15815,482,-807,1863,432,9826,0,1325,8969,d7020100050000010080000000000000fffff4c6ffffca8b00004212ff23063efcb3f4ab,d7020100050000020080000000000000ffffcf7effffd81b00003dc701e2fcd907477125
129,-15532,-2928,10717,-1712,-180,-1144,17281,14650,-14697,-356,529,-1297,715,14154,0,,45072,d7020100050000010081000000000000ffffc354fffff490000029ddf950ff4cfb883053,d7020100050000020081000000000000000043810000393affffc697fe9c0211faef2e05
130,-3328,-5573,11791,1651,-1128,-1532,12672,14061,-15930,1847,1947,1611,843,14733,0,1219,37163,d7020100050000010082000000000000fffff300ffffea3b00002e0f0673fb98fa04fe1e,d702010005000002008200000000000000003180000036edffffc1c60737079b064b2c51
131,-17306,1914,11768,1434,-1006,-670,-1967,-4739,14723,-802,470,1036,980,8552,0,3873,11701,d7020100050000010083000000000000ffffbc660000077a00002df8059afc12fd628d28,d7020100050000020083000000000000fffff851ffffed7d00003983fcde01d6040c55cf
132,-3426,16935,14820,792,1510,877,5452,-10551,8673,380,-477,1847,674,12900,0,,29531,d7020100050000010084000000000000fffff29e00004227000039e4031805e6036d55a8,d70201000500000200840000000000000000154cffffd6c9000021e1017cfe230737cf7e
133,-8326,-16953,-661,-50,-774,-1548,-17432,-14352,14198,-429,-304,-767,289,6799,0,,17620,d7020100050000010085000000000000ffffdf7affffbdc7fffffd6bffcefcfaf9f4f4d4,d7020100050000020085000000000000ffffbbe8ffffc7f000003776fe53fed0fd01a2fd
134,-4443,-17338,-4236,1656,-1420,-1429,17124,-19634,1506,-1586,1060,180,808,1521,0,3448,16568,d7020100050000010086000000000000ffffeea5ffffbc46ffffef740678fa74fa6bdf45,d7020100050000020086000000000000000042e4ffffb34e000005e2f9ce042400b46070
135,12405,-1769,-11215,270,-373,509,-7131,-13622,-19907,1757,1972,-1446,588,4771,0,3456,21447,d702010005000001008700000000000000003075fffff917ffffd431010efe8b01fd864a,d7020100050000020087000000000000ffffe425ffffcacaffffb23d06dd07b4fa5a9115
136,-4314,-4844,4545,770,-38,969,748,-19873,17212,989,1883,513,976,11219,0,8499,11265,d7020100050000010088000000000000ffffef26ffffed14000011c10302ffda03c99f65,d7020100050000020088000000000000000002ecffffb25f0000433c03dd075b0201c355
137,-4033,10561,3584,1616,841,-1138,16286,-11318,-8679,828,-1200,394,276,10705,0,,32278,d7020100050000010089000000000000fffff03f0000294100000e0006500349fb8e67a4,d702010005000002008900000000000000003f9effffd3caffffde19033cfb50018a2f94
138,11799,10624,-11915,1502,-257,938,-7118,9998,-3753,-1077,-1472,-490,340,11261,0,,20612,d702010005000001008a00000000000000002e1700002980ffffd17505defeff03aaf183,d702010005000002008a000000000000ffffe4320000270efffff157fbcbfa40fe1664b1
139,-7540,16981,14142,-711,436,-687,1490,-11226,7283,-857,-1075,254,943,6115,0,,30401,d702010005000001008b000000000000ffffe28c000042550000373efd3901b4fd51099a,d702010005000002008b000000000000000005d2ffffd42600001c73fca7fbcd00fe166d
140,-3912,-5548,-17002,-1135,1610,1120,17271,-17958,1134,894,-1257,326,705,10171,0,,30522,d702010005000001008c000000000000fffff0b8ffffea54ffffbd96fb91064a04601ce9,d702010005000002008c00000000000000004377ffffb9da0000046e037efb1701468b0a
141,17938,14172,-4664,-708,723,-1164,-18480,-10427,13454,1614,389,-565,830,9132,0,11173,39088,d702010005000001008d000000000000000046120000375cffffedc8fd3c02d3fb74a473,d702010005000002008d000000000000ffffb7d0ffffd7450000348e064e0185fdcb4925
142,-7068,-10205,-1596,-934,-1746,-1910,-18927,2934,-6472,-1828,-1727,677,913,6009,0,235,18347,d702010005000001008e000000000000ffffe464ffffd823fffff9c4fc5af92ef88a1705,d702010005000002008e000000000000ffffb61100000b76ffffe6b8f8dcf94102a53aca
143,-19287,-13197,12451,69,-1497,-48,4598,-15344,9262,-1710,968,-1249,386,6910,0,4114,20110,d702010005000001008f000000000000ffffb4a9ffffcc73000030a30045fa27ffd03f49,d702010005000002008f000000000000000011f6ffffc4100000242ef95203c8fb1f58d0
144,1881,-16201,-12652,-425,1030,-221,11510,18827,-560,411,1563,309,985,8835,0,,38287,d702010005000001009000000000000000000759ffffc0b7ffffce94fe570406ff23763d,d702010005000002009000000000000000002cf60000498bfffffdd0019b061b0135a7cb
145,1915,9853,-11055,129,-836,-1796,-15267,632,-9830,-1658,-885,-588,845,10819,0,,19538,d70201000500000100910000000000000000077b0000267dffffd4d10081fcbcf8fcf45d,d7020100050000020091000000000000ffffc45d00000278ffffd99af986fc8bfdb44b6c
146,-16965,-8724,17213,-1997,-1038,1256,-3926,-4161,-1126,521,1574,-72,809,6921,0,,22959,d7020100050000010092000000000000ffffbdbbffffddec0000433df833fbf204e8a967,d7020100050000020092000000000000fffff0aaffffefbffffffb9a02090626ffb8bab2
147,-15503,19166,12981,-1206,290,-1812,12792,-3899,-7614,-1415,1289,-1310,234,9642,0,30374,23732,d7020100050000010093000000000000ffffc37100004ade000032b5fb4a0122f8ec93b3,d7020100050000020093000000000000000031f8fffff0c5ffffe242fa790509fae220f1
148,-16735,3650,-901,-978,1374,-1404,-8303,-4226,-11944,-1342,1794,1507,904,13670,0,4386,9279,d7020100050000010094000000000000ffffbea100000e42fffffc7bfc2e055efa84c0ab,d7020100050000020094000000000000ffffdf91ffffef7effffd158fac2070205e38e90
149,10107,3066,11552,473,-1767,657,7719,16799,10919,349,482,629,956,12279,0,,13953,d70201000500000100950000000000000000277b00000bfa00002d2001d9f9190291f4d5,d702010005000002009500000000000000001e270000419f00002aa7015d01e2027502e3
150,-10622,6948,-1367,-841,-308,-334,-19416,-1421,-16883,1866,747,-123,206,6450,0,4232,15367,d7020100050000010096000000000000ffffd68200001b24fffffaa9fcb7feccfeb2ea0b,d7020100050000020096000000000000ffffb428fffffa73ffffbe0d074a02ebff85608f
151,-8977,-165,13185,881,762,1061,-3964,-14160,11100,-1942,-1429,372,236,8024,0,,15011,d7020100050000010097000000000000ffffdcefffffff5b00003381037102fa04259a8d,d7020100050000020097000000000000fffff084ffffc8b000002b5cf86afa6b01743fc4
152,-10031,-6927,3301,238,872,-90,7983,3227,-10126,1784,885,-1445,259,2510,0,,24655,d7020100050000010098000000000000ffffd8d1ffffe4f100000ce500ee0368ffa69bc6,d702010005000002009800000000000000001f2f00000c9bffffd87206f80375fa5bcf87
153,11036,18942,1489,-1334,-1332,-835,8391,-7231,1900,-1308,-624,-554,328,13950,0,31819,10200,d702010005000001009900000000000000002b1c000049fe000005d1facafaccfcbda1b3,d7020100050000020099000000000000000020c7ffffe3c10000076cfae4fd90fdd653c7
154,8737,-13096,2931,1575,-240,-256,-18287,2284,3871,-1325,342,290,950,13201,0,,31108,d702010005000001009a00000000000000002221ffffccd800000b730627ff10ff0075fe,d702010005000002009a000000000000ffffb891000008ec00000f1ffad301560122eb5c
155,9181,-1592,16008,1724,1920,-1869,5677,-126,13519,-1564,736,-1792,463,12987,0,,4541,d702010005000001009b000000000000000023ddfffff9c800003e8806bc0780f8b34748,d702010005000002009b0000000000000000162dffffff82000034cff9e402e0f900408a
156,12398,-9952,-9308,143,729,-111,6580,5905,15294,-1768,-1577,-91,933,10028,0,2782,28655,d702010005000001009c0000000000000000306effffd920ffffdba4008f02d9ff91e0f3,d702010005000002009c000000000000000019b40000171100003bbef918f9d7ffa5b243
157,6124,13651,-18744,1739,-1917,-405,-18355,-3439,-405,1831,119,37,960,1583,0,6655,32171,d702010005000001009d000000000000000017ec00003553ffffb6c806cbf883fe6bcb97,d702010005000002009d000000000000ffffb84dfffff291fffffe6b072700770025e6c7
158,4099,185,19160,1355,-807,1321,-2713,-10252,3967,-1340,-790,-350,730,10111,0,,19650,d702010005000001009e00000000000000001003000000b900004ad8054bfcd90529716b,d702010005000002009e000000000000fffff567ffffd7f400000f7ffac4fceafea24125
159,-2166,4396,14712,542,754,-748,156,-7311,19194,1629,1635,213,132,10048,0,1209,12582,d702010005000001009f000000000000fffff78a0000112c00003978021e02f2fd141255,d702010005000002009f0000000000000000009cffffe37100004afa065d066300d5a1e4
160,404,-12245,-12106,901,1598,847,14299,-3306,-12742,-1913,1862,69,779,13171,0,4218,10977,d70201000500000100a000000000000000000194ffffd02bffffd0b60385063e034f9510,d70201000500000200a0000000000000000037dbfffff316ffffce3af887074600457a92
161,5039,-19692,-17733,283,1078,-352,14308,11055,-14861,1913,-1960,-877,219,1254,0,6562,22711,d70201000500000100a1000000000000000013afffffb314ffffbabb011b0436fea0df0b,d70201000500000200a1000000000000000037e400002b2fffffc5f30779f858fc930578
162,8279,-6571,7027,-575,-459,393,16043,7023,-14366,-1780,-1181,-1545,613,2087,0,,26509,d70201000500000100a200000000000000002057ffffe65500001b73fdc1fe35018958c3,d70201000500000200a200000000000000003eab00001b6fffffc7e2f90cfb63f9f748d6
163,-10756,7386,7305,-1275,-1143,836,16081,18705,-6084,-1766,-1465,226,241,14256,0,12073,30383,d70201000500000100a3000000000000ffffd5fc00001cda00001c89fb05fb8903447162,d70201000500000200a300000000000000003ed100004911ffffe83cf91afa4700e24597
164,-3743,-15105,-12535,1091,1282,230,5711,-7565,-876,427,-1462,-841,739,8548,0,4327,10556,d70201000500000100a4000000000000fffff161ffffc4ffffffcf090443050200e6ac58,d70201000500000200a40000000000000000164fffffe273fffffc9401abfa4afcb76e9a
165,-14746,15213,-11150,1246,197,978,13758,-14890,18962,1440,806,1697,398,4704,0,,51238,d70201000500000100a5000000000000ffffc66600003b6dffffd47204de00c503d26b45,d70201000500000200a5000000000000000035beffffc5d600004a1205a0032606a17cdb
166,-14882,-3128,-16203,-688,1191,-1594,6066,17739,-11900,493,-1052,901,938,13785,0,896,29708,d70201000500000100a6000000000000ffffc5defffff3c8ffffc0b5fd5004a7f9c67a0b,d70201000500000200a6000000000000000017b20000454bffffd18401edfbe40385c9ec
167,-16037,6461,-5598,1700,-1558,-740,4308,17282,9508,-347,327,1329,466,1161,0,,27553,d70201000500000100a7000000000000ffffc15b0000193dffffea2206a4f9eafd1c1c36,d70201000500000200a7000000000000000010d40000438200002524fea50147053146c8
168,-17279,-8090,-16560,-1197,-211,1287,6519,11839,-16970,718,840,1987,312,14864,0,,31043,d70201000500000100a8000000000000ffffbc81ffffe066ffffbf50fb53ff2d05075a62,d70201000500000200a80000000000000000197700002e3fffffbdb602ce034807c32fac
169,-10892,14508,-12183,-842,677,-188,-6910,-1714,19299,1000,1205,-617,197,6020,0,3822,34839,d70201000500000100a9000000000000ffffd574000038acffffd069fcb602a5ff448f0d,d70201000500000200a9000000000000ffffe502fffff94e00004b6303e804b5fd979343
170,3419,-6447,-504,-1163,-1941,-737,3153,-4291,733,818,-1221,-361,776,9420,0,,2499,d70201000500000100aa00000000000000000d5bffffe6d1fffffe08fb75f86bfd1fa5f0,d70201000500000200aa00000000000000000c51ffffef3d000002dd0332fb3bfe973bba
171,-1527,7183,-876,-1473,1543,761,6375,-8804,-18500,1533,-231,946,717,4147,0,,25072,d70201000500000100ab000000000000fffffa0900001c0ffffffc94fa3f060702f94a4f,d70201000500000200ab000000000000000018e7ffffdd9cffffb7bc05fdff1903b2d9be
172,614,4909,-7358,1142,-608,-1700,10918,-14297,-19229,-943,524,1926,713,3653,0,4595,14818,d70201000500000100ac000000000000000002660000132dffffe3420476fda0f95cf9f2,d70201000500000200ac00000000000000002aa6ffffc827ffffb4e3fc51020c07864128
173,-13698,-19957,853,-1508,1124,1375,2429,-9946,6489,-224,708,-588,587,5296,0,,19800,d70201000500000100ad000000000000ffffca7effffb20b00000355fa1c0464055f31fe,d70201000500000200ad0000000000000000097dffffd92600001959ff2002c4fdb49eac
174,-17368,14211,-16336,560,-1600,1837,5808,-1730,-519,1385,-778,366,131,6591,0,4900,30933,d70201000500000100ae000000000000ffffbc2800003783ffffc0300230f9c0072d4ae8,d70201000500000200ae000000000000000016b0fffff93efffffdf90569fcf6016ea0e2
175,-1947,18779,4732,-246,1288,293,3929,-18773,13304,1749,-155,1460,856,12454,0,,38963,d70201000500000100af000000000000fffff8650000495b0000127cff0a05080125a38b,d70201000500000200af00000000000000000f59ffffb6ab000033f806d5ff6505b435da
176,4201,-2874,5351,-1423,1618,-1872,-5912,15388,-14221,544,443,1312,655,4688,0,6737,10973,d70201000500000100b000000000000000001069fffff4c6000014e7fa710652f8b072b9,d70201000500000200b0000000000000ffffe8e800003c1cffffc873022001bb05206cd3
177,-13997,19280,-15855,-567,1228,1927,17082,14385,6870,-366,1286,1784,739,8613,0,,38810,d70201000500000100b1000000000000ffffc95300004b50ffffc211fdc904cc0787470e,d70201000500000200b1000000000000000042ba0000383100001ad6fe92050606f8ab78
178,18683,15326,14833,1428,1011,-242,-550,6960,-14886,-1411,1691,580,784,13218,0,,36374,d70201000500000100b2000000000000000048fb00003bde000039f1059403f3ff0e3431,d70201000500000200b2000000000000fffffdda00001b30ffffc5dafa7d069b02443f17
179,2861,-17072,-13585,-135,-67,-1059,4975,-9884,-18910,1369,1508,408,738,8294,0,,9191,d70201000500000100b300000000000000000b2dffffbd50ffffcaefff79ffbdfbddaccc,d70201000500000200b30000000000000000136fffffd964ffffb622055905e401982771
180,10305,977,-66,-1038,1813,-666,-10628,11051,12089,-1765,879,-1714,451,9944,0,2773,25849,d70201000500000100b400000000000000002841000003d1ffffffbefbf20715fd66fca3,d70201000500000200b4000000000000ffffd67c00002b2b00002f39f91b036ff94ef384
181,1626,-18811,4539,-78,-966,-1543,-8836,-3712,19401,489,1060,1459,499,5709,0,,23628,d70201000500000100b50000000000000000065affffb685000011bbffb2fc3af9f944aa,d70201000500000200b5000000000000ffffdd7cfffff18000004bc901e9042405b3dccc
182,-13159,-8344,-10542,1340,201,-944,16796,-445,11756,-1756,1407,-37,335,6158,0,5310,33502,d70201000500000100b6000000000000ffffcc99ffffdf68ffffd6d2053c00c9fc509ec5,d70201000500000200b60000000000000000419cfffffe4300002decf924057fffdbf5cf
183,-3200,18404,14952,329,1853,-874,-7163,-17341,-14713,1580,205,-824,148,1409,0,,46619,d70201000500000100b7000000000000fffff380000047e400003a680149073dfc963bde,d70201000500000200b7000000000000ffffe405ffffbc43ffffc687062c00cdfcc8691b
184,-7876,4177,-4747,-752,421,338,-3063,-9421,-2134,-637,1691,-1855,376,12924,0,3488,11687,d70201000500000100b8000000000000ffffe13c00001051ffffed75fd1001a501525b41,d70201000500000200b8000000000000fffff409ffffdb33fffff7aafd83069bf8c13d7a
185,19459,-7042,-19428,-348,-1916,1988,-5823,-2006,3075,-1483,1104,-886,488,5065,0,1113,33879,d70201000500000100b900000000000000004c03ffffe47effffb41cfea4f88407c4fc94,d70201000500000200b9000000000000ffffe941fffff82a00000c03fa350450fc8a9a19
186,19392,-8639,-14186,173,-1160,133,9555,10075,11706,-397,-1774,1990,881,7420,0,,33427,d70201000500000100ba00000000000000004bc0ffffde41ffffc89600adfb7800857bdd,d70201000500000200ba000000000000000025530000275b00002dbafe73f91207c632ea
187,-1167,-15384,18728,-1948,755,800,-16661,-7557,9339,1391,-1055,1624,366,13596,0,4875,5519,d70201000500000100bb000000000000fffffb71ffffc3e800004928f86402f30320cfb3,d70201000500000200bb000000000000ffffbeebffffe27b0000247b056ffbe1065876e1
188,7939,4829,10066,-775,609,1905,15907,586,-1459,72,399,-751,948,9237,0,,14639,d70201000500000100bc00000000000000001f03000012dd00002752fcf902610771dd9d,d70201000500000200bc00000000000000003e230000024afffffa4d0048018ffd11c133
189,-9411,14015,-17744,-502,401,23,-18957,-1902,5671,1242,1380,1750,408,11463,0,,29878,d70201000500000100bd000000000000ffffdb3d000036bfffffbab0fe0a019100176e04,d70201000500000200bd000000000000ffffb5f3fffff8920000162704da056406d6f81b
190,-8539,-19931,13973,-778,1740,-96,-5809,-4062,7340,1506,-64,1704,1000,12590,0,2932,14234,d70201000500000100be000000000000ffffdea5ffffb22500003695fcf606ccffa0d954,d70201000500000200be000000000000ffffe94ffffff02200001cac05e2ffc006a86da6
